band_banding,original_band,other_bands_banding,event_type_banding,event_date_banding,event_day_banding,event_month_banding,event_year_banding,iso_country_banding,iso_subdivision_banding,lat_dd_banding,lon_dd_banding,coordinates_precision_code_banding,band_type_code_banding,species_name_banding,species_id_banding,bird_status_banding,extra_info_code_banding,age_code_banding,sex_code_banding,permit_banding,band_status_code_banding,how_obtained_code_banding,who_obtained_code_banding,reporting_method_banding,present_condition_banding,min_age_at_enc_banding,record_source_banding,record_id_banding,species_scientific_name_banding,band_recap_enc,other_bands_recap_enc,event_type_recap_enc,event_date_recap_enc,event_day_recap_enc,event_month_recap_enc,event_year_recap_enc,iso_country_recap_enc,iso_subdivision_recap_enc,lat_dd_recap_enc,lon_dd_recap_enc,coordinates_precision_code_recap_enc,band_type_code_recap_enc,species_name_recap_enc,species_id_recap_enc,bird_status_recap_enc,extra_info_code_recap_enc,age_code_recap_enc,sex_code_recap_enc,permit_recap_enc,band_status_code_recap_enc,how_obtained_code_recap_enc,who_obtained_code_recap_enc,reporting_method_recap_enc,present_condition_recap_enc,min_age_at_enc_recap_enc,record_source_recap_enc,record_id_recap_enc,species_scientific_name_recap_enc,distance_km
B85933784295,B85933784295,,B,02/13/2002,13,2,2002,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-36884835,Selasphorus rufus,B85933784295,,E,01/17/2003,17,1,2003,US,US-AL,30.75,-88.08333,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.58,E,-9284237,Selasphorus rufus,195.35780924869843
B85933870870,B85933870870,,B,01/30/2004,30,1,2004,US,US-MS,30.25,-89.41667,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P7724447,0,,,,,,B,-36884935,Selasphorus rufus,B85933870870,,E,07/31/2004,31,7,2004,US,US-TX,33.41667,-97.41667,10,11,,4330,,,,,,,52.0,21.0,7.0,7.0,1.08,E,-9224015,Selasphorus rufus,834.4083747968597
B85933870870,B85933870870,,B,01/30/2004,30,1,2004,US,US-MS,30.25,-89.41667,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P7724447,0,,,,,,B,-36884935,Selasphorus rufus,B85933870870,,E,02/03/2005,3,2,2005,US,US-LA,30.41667,-90.08333,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.67,E,-11310370,Selasphorus rufus,66.71687283413294
B86833034174,B86833034174,,B,09/16/2008,16,9,2008,US,US-IL,37.64722,-89.16361,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7721981,0,,,,,,B,-54155814,Archilochus colubris,B86833034174,,E,05/25/2010,25,5,2010,US,US-WI,46.41667,-91.41667,10,11,HUMMINGBIRD,4280,,,,,,,0.0,21.0,61.0,4.0,1.92,E,-8750573,Archilochus colubris,991.6475973590876
B86833330873,B86833330873,,B,01/27/2012,27,1,2012,US,US-LA,30.09167,-91.09167,1,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-59902604,Selasphorus rufus,B86833330873,,E,12/11/2012,11,12,2012,US,US-PA,41.09203,-80.35588,0,11,Rufous Hummingbird,4330,,,,,P7716491,,66.0,23.0,7.0,7.0,1.5,E,-8656006,Selasphorus rufus,1558.1846464343141
B86833335536,B86833335536,,B,09/08/2011,8,9,2011,US,US-LA,30.02139,-90.08056,0,11,Rufous Hummingbird,4330,3,08,2.0,4.0,P4744824,0,,,,,,B,-59965998,Selasphorus rufus,B86833335536,,E,08/01/2012,1,8,2012,US,US-TX,31.08333,-97.91667,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,21.0,21.0,7.0,4.0,1.17,E,-8677040,Selasphorus rufus,760.8447693666824
B86833339053,B86833339053,,B,02/06/2012,6,2,2012,US,US-LA,29.99167,-90.14167,1,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-36889005,Selasphorus rufus,B86833339053,,E,11/13/2013,13,11,2013,US,US-MD,39.36806,-79.45556,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,0.0,21.0,12.0,3.0,2.42,E,-8585959,Selasphorus rufus,1426.4862022154962
B86833895648,B86833895648,,B,09/01/2009,1,9,2009,US,US-AL,33.37778,-86.24,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7721052,0,,,,,,B,-37113870,Archilochus colubris,B86833895648,,E,08/08/2010,8,8,2010,US,US-WV,38.58333,-80.08333,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,1.17,E,-8800675,Archilochus colubris,800.7931190280137
B86833901136,B86833901136,,B,01/05/2010,5,1,2010,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P2723703,0,,,,,,B,-36873957,Selasphorus rufus,B86833901136,,E,01/19/2011,19,1,2011,US,US-AL,30.37722,-87.46722,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,1.58,R,-31807104,Selasphorus rufus,6.53646037572862
B86833901136,B86833901136,,B,01/05/2010,5,1,2010,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P2723703,0,,,,,,B,-36873957,Selasphorus rufus,B86833901136,,E,12/29/2011,29,12,2011,US,US-AL,30.37722,-87.46722,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,2.5,R,-31804689,Selasphorus rufus,6.53646037572862
B86833901218,B86833901218,,B,12/27/2009,27,12,2009,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P2723703,0,,,,,,B,-36875844,Selasphorus rufus,B86833901218,,E,03/01/2011,1,3,2011,US,US-LA,30.25,-93.25,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,2.75,E,-8744063,Selasphorus rufus,561.1878029426322
B86833908863,B86833908863,,B,01/13/2010,13,1,2010,US,US-FL,30.41667,-84.25,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P2723703,0,,,,,,B,-36966317,Selasphorus rufus,B86833908863,,E,06/28/2010,28,6,2010,US,US-AK,60.06528,-148.01556,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.0,E,-8798036,Selasphorus rufus,5683.059290572135
B86933638863,B86933638863,,B,11/20/2001,20,11,2001,US,US-SC,34.91667,-81.25,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P7747094,0,,,,,,B,-36991877,Selasphorus rufus,B86933638863,,E,11/29/2002,29,11,2002,US,US-OH,39.91667,-83.08333,10,11,,4330,,,,,,,66.0,21.0,6.0,7.0,1.42,E,-11331941,Selasphorus rufus,578.1327378903593
B90833461916,B90833461916,,B,12/15/2012,15,12,2012,US,US-LA,30.45833,-91.04167,1,11,Rufous Hummingbird,4330,3,08,2.0,4.0,P4744824,0,,,,,,B,-59202492,Selasphorus rufus,B90833461916,,E,10/31/2017,31,10,2017,US,US-NE,42.46441,-98.65082,0,11,Unknown,4330,,,,,,,98.0,21.0,7.0,2.0,,E,-9857771,Selasphorus rufus,1495.1482900821316
B90833961919,B90833961919,,B,06/21/2016,21,6,2016,US,US-IL,37.64722,-89.16361,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P7721981,0,,,,,,B,-17131203,Archilochus colubris,B90833961919,,E,12/15/2017,15,12,2017,MX,,23.0,-102.0,72,11,Ruby-throated Hummingbird,4280,,,,,,,91.0,22.0,7.0,4.0,2.5,E,-12160424,Archilochus colubris,2035.2408075287024
B90933182571,B90933182571,,B,10/05/2008,5,10,2008,US,US-LA,30.425,-90.125,1,11,Ruby-throated Hummingbird,4280,3,08,2.0,5.0,P4744824,0,,,,,,B,-37133869,Archilochus colubris,B90933182571,,E,10/11/2008,11,10,2008,US,US-TX,29.04611,-95.47556,0,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,0.33,E,-8807859,Archilochus colubris,539.6462434560503
B90933388653,B90933388653,,B,01/26/2013,26,1,2013,US,US-MS,30.40028,-89.36667,0,11,Rufous Hummingbird,4330,3,00,6.0,5.0,P2720191,0,,,,,,B,-59087897,Selasphorus rufus,B90933388653,,E,12/11/2013,11,12,2013,US,US-AL,31.34827,-85.84268,0,11,Rufous Hummingbird,4330,,,,,P2723703,,66.0,23.0,7.0,7.0,2.5,E,-8560379,Selasphorus rufus,352.98483380039124
B90933388653,B90933388653,,B,01/26/2013,26,1,2013,US,US-MS,30.40028,-89.36667,0,11,Rufous Hummingbird,4330,3,00,6.0,5.0,P2720191,0,,,,,,B,-59087897,Selasphorus rufus,B90933388653,,E,12/16/2015,16,12,2015,US,US-AL,31.34833,-85.84278,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,4.5,R,-31803819,Selasphorus rufus,352.9775856651635
B90933439429,B90933439429,,B,11/29/2007,29,11,2007,US,US-FL,30.41667,-84.25,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P2723703,0,,,,,,B,-63577104,Archilochus colubris,B90933439429,,E,11/25/2008,25,11,2008,US,US-GA,33.58333,-83.91667,10,11,Hummingbird,4280,,,,,,,0.0,23.0,7.0,4.0,2.42,E,-12333142,Archilochus colubris,352.55027442911575
B90933509103,B90933509103,,B,05/09/2009,9,5,2009,CA,CA-BC,53.14306,-119.85,0,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P8833768,0,,,,,,B,-36960718,Selasphorus rufus,B90933509103,,E,07/27/2010,27,7,2010,US,US-TX,30.62528,-104.13139,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,2.08,E,-8806723,Selasphorus rufus,2806.6545705740455
B90933662259,B90933662259,,B,09/10/2006,10,9,2006,US,US-TN,35.91667,-83.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P6746186,0,,,,,,B,-64383739,Archilochus colubris,B90933662259,,E,09/16/2006,16,9,2006,US,US-MS,30.75,-89.75,10,11,Ruby-thrt Hummer,4280,,,,,,,66.0,23.0,7.0,7.0,0.25,E,-12564549,Archilochus colubris,799.89786531915
B90933836098,B90933836098,,B,08/05/2007,5,8,2007,US,US-NM,33.08333,-108.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P7715891,0,,,,,,B,-63580153,Selasphorus rufus,B90933836098,,E,04/20/2008,20,4,2008,CA,CA-BC,49.08333,-123.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,3.0,21.0,7.0,4.0,0.83,E,-12406047,Selasphorus rufus,2169.8113336488755
B91933196971,B91933196971,,B,07/28/1991,28,7,1991,US,US-CO,38.91667,-106.91667,10,11,Rufous Hummingbird,4330,3,08,2.0,5.0,P9993769,0,,,,,,B,-36883891,Selasphorus rufus,B91933196971,,E,04/17/1992,17,4,1992,US,US-WA,48.75,-122.75,10,11,,4330,,,,,,,0.0,21.0,1.0,4.0,0.83,E,-13059546,Selasphorus rufus,1671.9657619191912
B91933681376,B91933681376,,B,12/19/1989,19,12,1989,US,US-FL,30.41667,-87.08333,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1711251,0,,,,,,B,-36870697,Selasphorus rufus,B91933681376,,E,02/02/1992,2,2,1992,US,US-AL,30.91667,-87.75,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,3.67,E,-11762388,Selasphorus rufus,84.58479628526192
B91933681376,B91933681376,,B,12/19/1989,19,12,1989,US,US-FL,30.41667,-87.08333,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1711251,0,,,,,,B,-36870697,Selasphorus rufus,B91933681376,,E,11/01/1993,1,11,1993,US,US-MO,37.25,-93.25,10,11,,4330,,,,,,,66.0,21.0,0.0,7.0,5.42,E,-11746749,Selasphorus rufus,948.3235175267527
B91933854813,B91933854813,,B,05/10/1998,10,5,1998,US,US-VA,36.58333,-75.91667,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P7737827,0,,,,,,B,-65106823,Archilochus colubris,B91933854813,,E,05/19/1998,19,5,1998,US,US-ME,43.58333,-70.5,33,11,,4280,,,,,,,66.0,23.0,6.0,7.0,0.92,E,-11283864,Archilochus colubris,903.6929959525619
B91933880818,B91933880818,,B,09/07/1995,7,9,1995,US,US-KS,38.91667,-95.41667,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P1710651,0,,,,,,B,-65128193,Archilochus colubris,B91933880818,,E,06/09/1996,9,6,1996,US,US-MN,46.75,-95.75,10,11,,4280,,,,,,,0.0,22.0,1.0,3.0,1.0,E,-12926495,Archilochus colubris,870.6260553455649
B91933905699,B91933905699,,B,03/27/1994,27,3,1994,US,US-AL,31.25,-85.41667,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P1711251,0,,,,,,B,-56430404,Selasphorus rufus,B91933905699,,E,12/02/1996,2,12,1996,US,US-MS,32.41667,-89.41667,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,3.5,E,-10059978,Selasphorus rufus,400.10968110464154
B92833690953,B92833690953,,B,05/05/2021,5,5,2021,CA,CA-BC,49.58333,-120.75,10,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P3839448,0,,,,,,B,15726848,Selasphorus rufus,B92833690953,,E,06/09/2022,9,6,2022,CA,CA-AB,51.08306,-115.36833,11,11,Rufous Hummingbird,4330,,,,,,,13.0,21.0,12.0,4.0,2.0,E,16499936,Selasphorus rufus,417.7798113657266
B92833729028,B92833729028,,B,01/15/2018,15,1,2018,US,US-LA,29.80361,-90.86167,0,11,Rufous Hummingbird,4330,3,08,1.0,4.0,P4744824,0,,,,,,B,-15436829,Selasphorus rufus,B92833729028,,E,05/15/2018,15,5,2018,CA,CA-BC,49.46978,-115.4464,0,11,Rufous Hummingbird,4330,,,,,P3839448,,66.0,23.0,7.0,7.0,0.92,E,-9854526,Selasphorus rufus,3009.799777497452
B93833269668,B93833269668,,B,08/02/2018,2,8,2018,US,US-MI,42.36611,-84.15556,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P7724087,0,,,,,,B,-14631975,Archilochus colubris,B93833269668,,E,05/26/2020,26,5,2020,US,US-WI,42.91506,-89.56003,0,11,Hummingbird,4280,,,,,,,13.0,21.0,7.0,4.0,2.92,E,563900,Archilochus colubris,447.3399829763216
B93933035853,B93933035853,,B,02/03/2005,3,2,2005,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P2722567,0,,,,,,B,-65090164,Selasphorus rufus,B93933035853,,E,01/04/2008,4,1,2008,US,US-AL,30.75,-87.91667,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,3.58,E,-12423286,Selasphorus rufus,211.0756794465575
B93933055999,B93933055999,,B,09/07/2005,7,9,2005,US,US-AL,32.58333,-85.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P2723703,0,,,,,,B,-64590306,Archilochus colubris,B93933055999,,E,09/09/2007,9,9,2007,US,US-LA,32.91667,-92.91667,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,2.25,E,-12464563,Archilochus colubris,688.104534882108
B93933056816,B93933056816,,B,12/28/2005,28,12,2005,US,US-FL,30.58333,-87.25,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2723703,0,,,,,,B,-63875828,Selasphorus rufus,B93933056816,,E,01/27/2006,27,1,2006,US,US-LA,29.75,-90.75,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,0.58,E,-12479990,Selasphorus rufus,349.54510203404413
B93933056979,B93933056979,,B,12/28/2005,28,12,2005,US,US-AL,30.41667,-87.75,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-63875832,Selasphorus rufus,B93933056979,,E,12/30/2006,30,12,2006,US,US-MS,30.63962,-89.74998,0,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,2.5,E,-12478984,Selasphorus rufus,193.5227486451866
B93933095175,B93933095175,,B,01/26/2006,26,1,2006,US,US-FL,30.41667,-86.08333,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P2723703,0,,,,,,B,-63875666,Selasphorus rufus,B93933095175,,E,02/04/2007,4,2,2007,US,US-LA,30.25,-91.08333,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.67,E,-12480100,Selasphorus rufus,481.12658842069214
B93933592379,B93933592379,,B,09/16/2005,16,9,2005,US,US-MO,38.58333,-90.41667,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P7721292,0,,,,,,B,-37290678,Archilochus colubris,B93933592379,,E,07/29/2006,29,7,2006,US,US-IL,38.27872,-90.2283,0,11,hummingbird,4280,,,,,,,66.0,23.0,62.0,7.0,1.08,E,-12558857,Archilochus colubris,37.6012262908861
B93933892052,B93933892052,,B,09/08/2005,8,9,2005,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P1711771,0,,,,,,B,-54595998,Archilochus colubris,B93933892052,,E,12/09/2006,9,12,2006,US,US-AR,35.91667,-92.08333,10,11,Ruby-thrt Hummer,4280,,,,,,,0.0,21.0,7.0,4.0,1.5,E,-12513101,Archilochus colubris,923.3262980817908
B94933067997,B94933067997,,B,08/10/2003,10,8,2003,US,US-MS,30.58333,-89.58333,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P7724447,0,,,,,,B,-52841314,Selasphorus rufus,B94933067997,,E,08/26/2003,26,8,2003,US,US-FL,29.58333,-85.58333,10,11,,4330,,,,,,,3.0,22.0,7.0,10.0,0.17,E,-9245480,Selasphorus rufus,401.2111128677075
B94933259855,B94933259855,,B,01/11/2005,11,1,2005,US,US-LA,29.91667,-90.25,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-63809765,Selasphorus rufus,B94933259855,,E,12/12/2006,12,12,2006,US,US-MS,32.25,-90.25,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,2.5,E,-12479054,Selasphorus rufus,258.6985618800246
B94933351294,B94933351294,,B,12/11/2003,11,12,2003,US,US-LA,30.41667,-91.08333,10,11,Rufous Hummingbird,4330,3,08,2.0,5.0,P4744824,0,,,,,,B,-36885550,Selasphorus rufus,B94933351294,,E,01/28/2006,28,1,2006,US,US-GA,33.75,-84.25,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,2.58,E,-12475961,Selasphorus rufus,743.2406902200743
B94933387779,B94933387779,,B,10/30/2003,30,10,2003,US,US-LA,32.41667,-93.75,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P4744824,0,,,,,,B,-75827878,Selasphorus rufus,B94933387779,,E,12/11/2004,11,12,2004,US,US-MS,31.25,-89.25,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,2.5,E,-9181171,Selasphorus rufus,445.15200352076704
B94933796817,B94933796817,,B,07/20/2003,20,7,2003,US,US-NM,33.08333,-108.08333,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P7715891,0,,,,,,B,-75755829,Selasphorus rufus,B94933796817,,E,03/03/2005,3,3,2005,US,US-TX,30.25,-97.75,10,11,,4330,,,,,,,66.0,21.0,6.0,7.0,2.75,E,-9149117,Selasphorus rufus,1028.519217641617
B94933801913,B94933801913,,B,12/17/2003,17,12,2003,US,US-FL,30.41667,-87.25,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2723703,0,,,,,,B,-65108800,Selasphorus rufus,B94933801913,,E,01/23/2005,23,1,2005,US,US-LA,29.75,-90.75,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-9187653,Selasphorus rufus,345.40131231454507
B94933812333,B94933812333,,B,08/18/2004,18,8,2004,US,US-TX,31.08333,-100.41667,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P2723703,0,,,,,,B,-37257838,Archilochus colubris,B94933812333,,E,04/28/2007,28,4,2007,US,US-OK,35.08333,-97.91667,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,3.83,E,-12482280,Archilochus colubris,501.22997692350924
B94933812333,B94933812333,,B,08/18/2004,18,8,2004,US,US-TX,31.08333,-100.41667,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P2723703,0,,,,,,B,-37257838,Archilochus colubris,B94933812333,,E,07/14/2008,14,7,2008,US,US-OK,35.08333,-97.91667,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,5.08,E,-12379625,Archilochus colubris,501.22997692350924
B94933819428,B94933819428,,B,02/20/2005,20,2,2005,US,US-FL,30.41667,-84.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-36878940,Selasphorus rufus,B94933819428,,E,01/04/2006,4,1,2006,US,US-AL,31.25,-85.58333,10,11,Rufous,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-11189872,Selasphorus rufus,157.50016604083234
B94933852412,B94933852412,,B,09/14/2004,14,9,2004,US,US-LA,30.41667,-90.08333,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,5.0,P2722567,0,,,,,,B,-75792651,Archilochus colubris,B94933852412,,E,09/06/2005,6,9,2005,US,US-AL,32.75,-86.25,10,11,,4280,,,,,,,66.0,23.0,7.0,7.0,1.25,E,-9159564,Archilochus colubris,446.39774335012066
B94933884958,B94933884958,,B,09/21/2007,21,9,2007,US,US-TX,31.60833,-94.64167,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P0990380,0,,,,,,B,-37063450,Archilochus colubris,B94933884958,,E,05/24/2009,24,5,2009,CA,CA-QC,46.91667,-70.75,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,1.92,E,-12304423,Archilochus colubris,2653.0987549216356
B94933993809,B94933993809,,B,05/24/2008,24,5,2008,US,US-NY,43.25,-77.75,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P7728588,0,,,,,,B,-37215247,Archilochus colubris,B94933993809,,E,05/27/2010,27,5,2010,CA,CA-ON,42.58333,-80.25,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,2.92,E,-8809005,Archilochus colubris,217.13684115244646
B95833945408,B95833945408,,B,10/06/2020,6,10,2020,US,US-PA,40.25056,-78.25,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P4704878,0,,,,,,B,13705206,Selasphorus rufus,B95833945408,,E,10/31/2020,31,10,2020,US,US-DE,38.69011,-75.38547,11,11,Hummingbird,4330,,,,,,,52.0,21.0,7.0,7.0,0.33,E,600709,Selasphorus rufus,301.25912697664717
B95933057450,B95933057450,,B,01/18/2003,18,1,2003,US,US-AL,30.58333,-88.25,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P2723703,0,,,,,,B,-36881252,Selasphorus rufus,B95933057450,,E,08/21/2004,21,8,2004,US,US-LA,30.58333,-90.41667,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,2.17,E,-9228647,Selasphorus rufus,207.81726591285693
B95933059613,B95933059613,,B,12/01/2002,1,12,2002,US,US-FL,30.41667,-87.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-75771727,Selasphorus rufus,B95933059613,,E,01/20/2004,20,1,2004,US,US-AL,30.55833,-87.90833,1,11,Rufous Hummingbird,4330,3,00,6.0,4.0,P2723703,,66.0,23.0,14.0,7.0,1.58,R,-31801878,Selasphorus rufus,65.1287057350708
B95933059999,B95933059999,,B,10/23/2002,23,10,2002,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-36879202,Selasphorus rufus,B95933059999,,E,02/08/2004,8,2,2004,US,US-LA,29.58333,-90.75,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.67,E,-9208141,Selasphorus rufus,334.60802512783795
B95933087918,B95933087918,,B,11/16/2001,16,11,2001,US,US-FL,30.41667,-87.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-36894253,Selasphorus rufus,B95933087918,,E,03/03/2005,3,3,2005,US,US-LA,29.75,-90.75,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,3.75,E,-9163539,Selasphorus rufus,345.40131231454507
B95933087918,B95933087918,,B,11/16/2001,16,11,2001,US,US-FL,30.41667,-87.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-36894253,Selasphorus rufus,B95933087918,,E,02/02/2006,2,2,2006,US,US-LA,29.75,-90.91667,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,4.67,E,-12571069,Selasphorus rufus,361.11137858676136
B95933229909,B95933229909,,B,07/11/2003,11,7,2003,US,US-MI,42.25,-84.25,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P7724087,0,,,,,,B,-58115686,Archilochus colubris,B95933229909,,E,09/13/2004,13,9,2004,US,US-AR,34.75,-92.25,10,11,,4280,,,,,,,0.0,21.0,6.0,5.0,2.25,E,-9203216,Archilochus colubris,1085.2740589305538
B95933410019,B95933410019,,B,08/28/2002,28,8,2002,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711771,0,,,,,,B,-37243236,Archilochus colubris,B95933410019,,E,05/31/2004,31,5,2004,US,US-IL,37.58333,-89.25,10,11,,4280,,,,,,,66.0,23.0,7.0,7.0,1.92,E,-11338881,Archilochus colubris,1221.0670761751783
B95933419263,B95933419263,,B,08/28/2001,28,8,2001,US,US-IL,37.58333,-89.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P9992049,0,,,,,,B,-55878335,Archilochus colubris,B95933419263,,E,08/31/2003,31,8,2003,US,US-TX,28.75,-97.08333,10,11,,4280,,,,,,,66.0,23.0,6.0,7.0,2.17,E,-9265436,Archilochus colubris,1230.3817809502523
B95933517377,B95933517377,,B,07/25/2002,25,7,2002,US,US-MT,45.25,-109.25,10,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P2723703,0,,,,,,B,-36873507,Selasphorus rufus,B95933517377,,E,05/10/2003,10,5,2003,CA,CA-BC,49.41667,-124.75,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,1.92,E,-9203455,Selasphorus rufus,1256.8858410873777
B95933590379,B95933590379,,B,04/29/2013,29,4,2013,US,US-LA,29.75,-93.58333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P7741367,0,,,,,,B,-58966509,Archilochus colubris,B95933590379,,E,08/14/2016,14,8,2016,US,US-TN,36.59236,-87.23334,0,11,Ruby-throated Hummingbird,4280,,,,,P6726232,,66.0,23.0,7.0,7.0,4.17,E,-9931254,Archilochus colubris,962.0921526946275
B95933631051,B95933631051,,B,08/26/2000,26,8,2000,US,US-CO,39.08333,-108.41667,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P4749687,0,,,,,,B,-65116930,Selasphorus rufus,B95933631051,,E,05/25/2001,25,5,2001,CA,CA-BC,50.41667,-116.25,10,11,,4330,,,,,,,21.0,21.0,6.0,4.0,0.92,E,-9396583,Selasphorus rufus,1402.0362397278764
